Position	Frequency	Label	N
24033	128		
24034	128		
24035	128		
24036	128		
24037	128		
24038	128		
24039	128		
24040	128		
24041	128		
24042	128		
24043	128		
24044	128		
24045	128		
24046	128		
24047	128		
24048	128		
24049	128		
24050	128		
24051	128		
24052	128		
24053	128		
24054	128		
24055	128		
24056	128		
24057	128		
24058	128		
24059	128		
24060	128		
24061	128		
24062	128		
24063	128		
24064	128		
24065	128		
24066	128		
24067	128		
24068	128		
24069	128		
24070	128		
24071	128		
24072	128		
24073	128		
24074	128		
24075	128		
24076	128		
24077	128		
24078	128		
24079	128		
24080	128		
24081	128		
24082	128		
24083	128		
24084	128		
24085	128		
24086	128		
24087	128		
24088	128		
24089	128		
24090	128		
24091	128		
24092	128		
24093	128		
24094	128		
24095	128		
24096	128		
24097	128		
24098	128		
24099	128		
24100	128		
24101	128		
24102	128		
24103	128		
24104	128		
24105	128		
24106	128		
24107	128		
24108	128		
24109	128		
24110	128		
24111	128		
24112	128		
24113	128		
24114	128		
24115	128		
24116	128		
24117	128		
24118	128		
24119	128		
24120	128		
24121	128		
24122	128		
24123	128		
24124	128		
24125	128		
24126	128		
24127	128		
24128	128		
24129	128		
24130	128		
24131	128		
24132	128		
24133	128		
24134	128		
24135	128		
24136	128		
24137	128		
24138	128		
24139	128		
24140	128		
24141	128		
24142	128		
24143	128		
24144	128		
24145	128		
24146	128		
24147	128		
24148	128		
24149	128		
24150	128		
24151	128		
24152	128		
24153	128		
24154	128		
24155	128		
24156	128		
24157	128		
24158	128		
24159	128		
24160	128		
24161	128		
24162	128		
24163	128		
24164	128		
24165	128		
24166	128		
24167	128		
24168	128		
24169	128		
24170	128		
24171	128		
24172	128		
24173	128		
24174	128		
24175	128		
24176	128		
24177	128		
24178	128		
24179	128		
24180	128		
24181	128		
24182	128		
24183	128		
24184	128		
24185	128		
24186	128		
24187	128		
24188	128		
24189	128		
24190	128		
24191	128		
24192	128		
24193	128		
24194	128		
24195	128		
24196	128		
24197	128		
24198	128		
24199	128		
24200	128		
24201	128		
24202	128		
24203	128		
24204	128		
24205	128		
24206	128		
24207	128		
24208	128		
24209	128		
24210	128		
24211	128		
24212	128		
24213	128		
24214	128		
24215	128		
24216	128		
24217	128		
24218	128		
24219	128		
24220	128		
24221	128		
24222	128		
24223	128		
24224	128		
24225	128		
24226	128		
24227	128		
24228	128		
24229	128		
24230	128		
24231	128		
24232	128		
24233	128		
24234	128		
24235	128		
24236	128		
24237	128		
24238	128		
24239	128		
24240	128		
24241	128		
24242	128		
24243	128		
24244	128		
24245	128		
24246	128		
24247	128		
24248	128		
24249	128		
24250	128		
24251	128		
24252	128		
24253	128		
24254	128		
24255	128		
24256	128		
24257	128		
24258	128		
24259	128		
24260	128		
24261	128		
24262	128		
24263	128		
24264	128		
24265	128		
24266	128		
24267	128		
24268	128		
24269	128		
24270	128		
24271	128		
24272	128		
24273	128		
24274	128		
24275	128		
24276	128		
24277	128		
24278	128		
24279	128		
24280	128		
24281	128		
24282	128		
24283	128		
24284	128		
24285	128		
24286	128		
24287	128		
24288	128		
24289	128		
24290	128		
24291	128		
24292	128		
24293	128		
24294	128		
24295	128		
24296	128		
24297	128		
24298	128		
24299	128		
24300	128		
24301	128		
24302	128		
24303	128		
24304	128		
24305	128		
24306	128		
24307	128		
24308	128		
24309	128		
24310	128		
24311	128		
24312	128		
24313	128		
24314	128		
24315	128		
24316	128		
24317	128		
24318	128		
24319	128		
24320	128		
24321	128		
24322	128		
24323	128		
24324	128		
24325	128		
24326	128		
24327	128		
24328	128		
24329	128		
24330	128		
24331	128		
24332	128		
24333	128		
24334	128		
24335	128		
24336	128		
24337	128		
24338	128		
24339	128		
24340	128		
24341	128		
24342	128		
24343	128		
24344	128		
24345	128		
24346	128		
24347	128		
24348	128		
24349	128		
24350	128		
24351	128		
24352	128		
24353	128		
24354	128		
24355	128		
24356	128		
24357	128		
24358	128		
24359	128		
24360	128		
24361	128		
24362	128		
24363	128		
24364	128		
24365	128		
24366	128		
24367	128		
24368	128		
24369	128		
24370	128		
24371	128		
24372	128		
24373	128		
24374	128		
24375	128		
24376	128		
24377	128		
24378	128		
24379	128		
24380	128		
24381	128		
24382	128		
24383	128		
24384	128		
24385	128		
24386	128		
24387	128		
24388	128		
24389	128		
24390	128		
24391	128		
24392	128		
24393	128		
24394	128		
24395	128		
24396	128		
24397	128		
24398	128		
24399	128		
24400	128		
24401	128		
24402	128		
24403	128		
24404	128		
24405	128		
24406	128		
24407	128		
24408	128		
24409	128		
24410	128		
24411	128		
24412	128		
24413	128		
24414	128		
24415	128		
24416	128		
24417	128		
24418	128		
24419	128		
24420	128		
24421	128		
24422	128		
24423	128		
24424	128		
24425	128		
24426	128		
24427	128		
24428	128		
24429	128		
24430	128		
24431	128		
24432	128		
24433	128		
24434	128		
24435	128		
24436	128		
24437	128		
24438	128		
24439	128		
24440	128		
24441	128		
24442	128		
24443	128		
24444	128		
24445	128		
24446	128		
24447	128		
24448	128		
24449	128		
24450	128		
24451	128		
24452	128		
24453	128		
24454	128		
24455	128		
24456	128		
24457	128		
24458	128		
24459	128		
24460	128		
24461	128		
24462	128		
24463	128		
24464	128		
24465	128		
24466	128		
24467	128		
24468	128		
24469	128		
24470	128		
24471	128		
24472	128		
24473	128		
24474	128		
24475	128		
24476	128		
24477	128		
24478	128		
24479	128		
24480	128		
24481	128		
24482	128		
24483	128		
24484	128		
24485	128		
24486	128		
24487	128		
24488	128		
24489	128		
24490	128		
24491	128		
24492	128		
24493	128		
24494	128		
24495	128		
24496	128		
24497	128		
24498	128		
24499	128		
24500	128		
24501	128		
24502	128		
24503	128		
24504	128		
24505	128		
24506	128		
24507	128		
24508	128		
24509	128		
24510	128		
24511	128		
24512	128		
24513	128		
24514	128		
24515	128		
24516	128		
24517	128		
24518	128		
24519	128		
24520	128		
24521	128		
24522	128		
24523	128		
24524	128		
24525	128		
24526	128		
24527	128		
24528	128		
24529	128		
24530	128		
24531	128		
24532	128		
24533	128		
24534	128		
24535	128		
24536	128		
24537	128		
24538	128		
24539	128		
24540	128		
24541	128		
24542	128		
24543	128		
24544	128		
24545	128		
24546	128		
24547	128		
24548	128		
24549	128		
24550	128		
24551	128		
24552	128		
24553	128		
24554	128		
24555	128		
24556	128		
24557	128		
24558	128		
24559	128		
24560	128		
24561	128		
24562	128		
24563	128		
24564	128		
24565	128		
24566	128		
24567	128		
24568	128		
24569	128		
24570	128		
24571	128		
24572	128		
24573	128		
24574	128		
24575	128		
24576	128		
24577	128		
24578	128		
24579	128		
24580	128		
24581	128		
24582	128		
24583	128		
24584	128		
24585	128		
24586	128		
24587	128		
24588	128		
24589	128		
24590	128		
24591	128		
24592	128		
24593	128		
24594	128		
24595	128		
24596	128		
24597	128		
24598	128		
24599	128		
24600	128		
24601	128		
24602	128		
24603	128		
24604	128		
24605	128		
24606	128		
24607	128		
24608	128		
24609	128		
24610	128		
24611	128		
24612	128		
24613	128		
24614	128		
24615	128		
24616	128		
24617	128		
24618	128		
24619	128		
24620	128		
24621	128		
24622	128		
24623	128		
24624	128		
24625	128		
24626	128		
24627	128		
24628	128		
24629	128		
24630	128		
24631	128		
24632	128		
24633	128		
24634	128		
24635	128		
24636	128		
24637	128		
24638	128		
24639	128		
24640	128		
24641	128		
24642	128		
24643	128		
24644	128		
24645	128		
24646	128		
24647	128		
24648	128		
24649	128		
24650	128		
24651	128		
24652	128		
24653	128		
24654	128		
24655	128		
24656	128		
24657	128		
24658	128		
24659	128		
24660	128		
24661	128		
24662	128		
24663	128		
24664	128		
24665	128		
24666	128		
24667	128		
24668	128		
24669	128		
24670	128		
24671	128		
24672	128		
24673	128		
24674	128		
24675	128		
24676	128		
24677	128		
24678	128		
24679	128		
24680	128		
24681	128		
24682	128		
24683	128		
24684	128		
24685	128		
24686	128		
24687	128		
24688	128		
24689	128		
24690	128		
24691	128		
24692	128		
24693	128		
24694	128		
24695	128		
24696	128		
24697	128		
24698	128		
24699	128		
24700	128		
24701	128		
24702	128		
24703	128		
24704	128		
24705	128		
24706	128		
24707	128		
24708	128		
24709	128		
24710	128		
24711	128		
24712	128		
24713	128		
24714	128		
24715	128		
24716	128		
24717	128		
24718	128		
24719	128		
24720	128		
24721	128		
24722	128		
24723	128		
24724	128		
24725	128		
24726	128		
24727	128		
24728	128		
24729	128		
24730	128		
24731	128		
24732	128		
24733	128		
24734	128		
24735	128		
24736	128		
24737	128		
24738	128		
24739	128		
24740	128		
24741	128		
24742	128		
24743	128		
24744	128		
24745	128		
24746	128		
24747	128		
24748	128		
24749	128		
24750	128		
24751	128		
24752	128		
24753	128		
24754	128		
24755	128		
24756	128		
24757	128		
24758	128		
24759	128		
24760	128		
24761	128		
24762	128		
24763	128		
24764	128		
24765	128		
24766	128		
24767	128		
24768	128		
24769	128		
24770	128		
24771	128		
24772	128		
24773	128		
24774	128		
24775	128		
24776	128		
24777	128		
24778	128		
24779	128		
24780	128		
24781	128		
24782	128		
24783	128		
24784	128		
24785	128		
24786	128		
24787	128		
24788	128		
24789	128		
24790	128		
24791	128		
24792	128		
24793	128		
24794	128		
24795	128		
24796	128		
24797	128		
24798	128		
24799	128		
24800	128		
24801	128		
24802	128		
24803	128		
24804	128		
24805	128		
24806	128		
24807	128		
24808	128		
24809	128		
24810	128		
24811	128		
24812	128		
24813	128		
24814	128		
24815	128		
24816	128		
24817	128		
24818	128		
24819	128		
24820	128		
24821	128		
24822	128		
24823	128		
24824	128		
24825	128		
24826	128		
24827	128		
24828	128		
24829	128		
24830	128		
24831	128		
24832	128		
24833	128		
24834	128		
24835	128		
24836	128		
24837	128		
24838	128		
24839	128		
24840	128		
24841	128		
24842	128		
24843	128		
24844	128		
24845	128		
24846	128		
24847	128		
24848	128		
24849	128		
24850	128		
24851	128		
24852	128		
24853	128		
24854	128		
24855	128		
24856	128		
24857	128		
24858	128		
24859	128		
24860	128		
24861	128		
24862	128		
24863	128		
24864	128		
24865	128		
24866	128		
24867	128		
24868	128		
24869	128		
24870	128		
24871	128		
24872	128		
24873	128		
24874	128		
24875	128		
24876	128		
24877	128		
24878	128		
24879	128		
24880	128		
24881	128		
24882	128		
24883	128		
24884	128		
24885	128		
24886	128		
24887	128		
24888	128		
24889	128		
24890	128		
24891	128		
24892	128		
24893	128		
24894	128		
24895	128		
24896	128		
24897	128		
24898	128		
24899	128		
24900	128		
24901	128		
24902	128		
24903	128		
24904	128		
24905	128		
24906	128		
24907	128		
24908	128		
24909	128		
24910	128		
24911	128		
24912	128		
24913	128		
24914	128		
24915	128		
24916	128		
24917	128		
24918	128		
24919	128		
24920	128		
24921	128		
24922	128		
24923	128		
24924	128		
24925	128		
24926	128		
24927	128		
24928	128		
24929	128		
24930	128		
24931	128		
24932	128		
24933	128		
24934	128		
24935	128		
24936	128		
24937	128		
24938	128		
24939	128		
24940	128		
24941	128		
24942	128		
24943	128		
24944	128		
24945	128		
24946	128		
24947	128		
24948	128		
24949	128		
24950	128		
24951	128		
24952	128		
24953	128		
24954	128		
24955	128		
24956	128		
24957	128		
24958	128		
24959	128		
24960	128		
24961	128		
24962	128		
24963	128		
24964	128		
24965	128		
24966	128		
24967	128		
24968	128		
24969	128		
24970	128		
24971	128		
24972	128		
24973	128		
24974	128		
24975	128		
24976	128		
24977	128		
24978	128		
24979	128		
24980	128		
24981	128		
24982	128		
24983	128		
24984	128		
24985	128		
24986	128		
24987	128		
24988	128		
24989	128		
24990	128		
24991	128		
24992	128		
24993	128		
24994	128		
24995	128		
24996	128		
24997	128		
24998	128		
24999	128		
25000	128		
25001	128		
25002	128		
25003	128		
25004	128		
25005	128		
25006	128		
25007	128		
25008	128		
25009	128		
25010	128		
25011	128		
25012	128		
25013	128		
25014	128		
25015	128		
25016	128		
25017	128		
25018	128		
25019	128		
25020	128		
25021	128		
25022	128		
25023	128		
25024	128		
25025	128		
25026	128		
25027	128		
25028	128		
25029	128		
25030	128		
25031	128		
25032	128		
25033	128		
25034	128		
25035	128		
25036	128		
25037	128		
25038	128		
25039	128		
25040	128		
25041	128		
25042	128		
25043	128		
25044	128		
25045	128		
25046	128		
25047	128		
25048	128		
25049	128		
25050	128		
25051	128		
25052	128		
25053	128		
25054	128		
25055	128		
25056	128		
25057	128		
25058	128		
25059	128		
25060	128		
25061	128		
25062	128		
25063	128		
25064	128		
25065	128		
25066	128		
25067	128		
25068	128		
25069	128		
25070	128		
25071	128		
25072	128		
25073	128		
25074	128		
25075	128		
25076	128		
25077	128		
25078	128		
25079	128		
25080	128		
25081	128		
25082	128		
25083	128		
25084	128		
25085	128		
25086	128		
25087	128		
25088	128		
25089	128		
25090	128		
25091	128		
25092	128		
25093	128		
25094	128		
25095	128		
25096	128		
25097	128		
25098	128		
25099	128		
25100	128		
25101	128		
25102	128		
25103	128		
25104	128		
25105	128		
25106	128		
25107	128		
25108	128		
25109	128		
25110	128		
25111	128		
25112	128		
25113	128		
25114	128		
25115	128		
25116	128		
25117	128		
25118	128		
25119	128		
25120	128		
25121	128		
25122	128		
25123	128		
25124	128		
25125	128		
25126	128		
25127	128		
25128	128		
25129	128		
25130	128		
25131	128		
25132	128		
25133	128		
25134	128		
25135	128		
25136	128		
25137	128		
25138	128		
25139	128		
25140	128		
25141	128		
25142	128		
25143	128		
25144	128		
25145	128		
25146	128		
25147	128		
25148	128		
25149	128		
25150	128		
25151	128		
25152	128		
25153	128		
25154	128		
25155	128		
25156	128		
25157	128		
25158	128		
25159	128		
25160	128		
25161	128		
25162	128		
25163	128		
25164	128		
25165	128		
25166	128		
25167	128		
25168	128		
25169	128		
25170	128		
25171	128		
25172	128		
25173	128		
25174	128		
25175	128		
25176	128		
25177	128		
25178	128		
25179	128		
25180	128		
25181	128		
25182	128		
25183	128		
25184	128		
25185	128		
25186	128		
25187	128		
25188	128		
25189	128		
25190	128		
25191	128		
25192	128		
25193	128		
25194	128		
25195	128		
25196	128		
25197	128		
25198	128		
25199	128		
25200	128		
25201	128		
25202	128		
25203	128		
25204	128		
25205	128		
25206	128		
25207	128		
25208	128		
25209	128		
25210	128		
25211	128		
25212	128		
25213	128		
25214	128		
25215	128		
25216	128		
25217	128		
25218	128		
25219	128		
25220	128		
25221	128		
25222	128		
25223	128		
25224	128		
25225	128		
25226	128		
25227	128		
25228	128		
25229	128		
25230	128		
25231	128		
25232	128		
25233	128		
25234	128		
25235	128		
25236	128		
25237	128		
25238	128		
25239	128		
25240	128		
25241	128		
25242	128		
25243	128		
25244	128		
25245	128		
25246	128		
25247	128		
25248	128		
25249	128		
25250	128		
25251	128		
25252	128		
25253	128		
25254	128		
25255	128		
25256	128		
25257	128		
25258	128		
25259	128		
25260	128		
25261	128		
25262	128		
25263	128		
25264	128		
25265	128		
25266	128		
25267	128		
25268	128		
25269	128		
25270	128		
25271	128		
25272	128		
25273	128		
25274	128		
25275	128		
25276	128		
25277	128		
25278	128		
25279	128		
25280	128		
25281	128		
25282	128		
25283	128		
25284	128		
25285	128		
25286	128		
25287	128		
25288	128		
25289	128		
25290	128		
25291	128		
25292	128		
25293	128		
25294	128		
25295	128		
25296	128		
25297	128		
25298	128		
25299	128		
25300	128		
25301	128		
25302	128		
25303	128		
25304	128		
25305	128		
25306	128		
25307	128		
25308	128		
25309	128		
25310	128		
25311	128		
25312	128		
25313	128		
25314	128		
25315	128		
25316	128		
25317	128		
25318	128		
25319	128		
25320	128		
25321	128		
25322	128		
25323	128		
25324	128		
25325	128		
25326	128		
25327	128		
25328	128		
25329	128		
25330	128		
25331	128		
25332	128		
25333	128		
25334	128		
25335	128		
25336	128		
25337	128		
25338	128		
25339	128		
25340	128		
25341	128		
25342	128		
25343	128		
25344	128		
25345	128		
25346	128		
25347	128		
25348	128		
25349	128		
25350	128		
25351	128		
25352	128		
25353	128		
25354	128		
25355	128		
25356	128		
25357	128		
25358	128		
25359	128		
25360	128		
25361	128		
25362	128		
25363	128		
25364	128		
25365	128		
25366	128		
25367	128		
25368	128		
25369	128		
25370	128		
25371	128		
25372	128		
25373	128		
25374	128		
25375	128		
25376	128		
25377	128		
25378	128		
25379	128		
25380	128		
25381	128		
25382	128		
25383	128		
25384	128		
25385	128		
25386	128		
25387	128		
25388	128		
25389	128		
25390	128		
25391	128		
25392	128		
25393	128		
25394	128		
25395	128		
25396	128		
25397	128		
25398	128		
25399	128		
25400	128		
25401	128		
25402	128		
25403	128		
25404	128		
25405	128		
25406	128		
25407	128		
25408	128		
25409	128		
25410	128		
25411	128		
25412	128		
25413	128		
25414	128		
25415	128		
25416	128		
25417	128		
25418	128		
25419	128		
25420	128		
25421	128		
25422	128		
25423	128		
25424	128		
25425	128		
25426	128		
25427	128		
25428	128		
25429	128		
25430	128		
25431	128		
25432	128		
25433	128		
25434	128		
25435	128		
25436	128		
25437	128		
25438	128		
25439	128		
25440	128		
25441	128		
25442	128		
25443	128		
25444	128		
25445	128		
25446	128		
25447	128		
25448	128		
25449	128		
25450	128		
25451	128		
25452	128		
25453	128		
25454	128		
25455	128		
25456	128		
25457	128		
25458	128		
25459	128		
25460	128		
25461	128		
25462	128		
25463	128		
25464	128		
25465	128		
25466	128		
25467	128		
25468	128		
25469	128		
25470	128		
25471	128		
25472	128		
25473	128		
25474	128		
25475	128		
25476	128		
25477	128		
25478	128		
25479	128		
25480	128		
25481	128		
25482	128		
25483	128		
25484	128		
25485	128		
25486	128		
25487	128		
25488	128		
25489	128		
25490	128		
25491	128		
25492	128		
25493	128		
25494	128		
25495	128		
25496	128		
25497	128		
25498	128		
30390	6299		
30391	6299		
30392	6299		
30393	6299		
30394	6299		
30395	6299		
30396	6299		
30397	6299		
30398	6299		
30399	6299		
30400	6299		
30401	6299		
30402	6299		
30403	6299		
30404	6299		
30405	6299		
30406	6299		
30407	6299		
30408	6299		
30409	6299		
30410	6299		
30411	6299		
30412	6299		
30413	6299		
30414	6299		
30415	6299		
30416	6299		
30417	6299		
30418	6299		
30419	6299		
30420	6299		
30421	6299		
30422	6299		
30423	6299		
30424	6299		
30425	6299		
30426	6299		
30427	6299		
30428	6299		
30429	6299		
30430	6299		
30431	6299		
30432	6299		
30433	6299		
30434	6299		
30435	6299		
30436	6299		
30437	6299		
30438	6299		
30439	6299		
30440	6299		
30441	6299		
30442	6299		
30443	6299		
30444	6299		
30445	6299		
30446	6299		
30447	6299		
30448	6299		
30449	6299		
30450	6299		
30451	6299		
30452	6299		
30453	6299		
30454	6299		
30455	6299		
30456	6299		
30457	6299		
30458	6299		
30459	6299		
30460	6299		
30461	6299		
30462	6299		
30463	6299		
30464	6299		
30465	6299		
30466	6299		
30467	6299		
30468	6299		
30469	6299		
30470	6299		
30471	6299		
30472	6299		
30473	6299		
30474	6299		
30475	6299		
30476	6299		
30477	6299		
30478	6299		
30479	6299		
30480	6299		
30481	6299		
30482	6299		
30483	6299		
30484	6299		
30485	6299		
30486	6299		
30487	6299		
30488	6299		
30489	6299		
30490	6299		
30491	6299		
30492	6299		
30493	6299		
30494	6299		
30495	6299		
30496	6299		
30497	6299		
30498	6299		
30499	6299		
30500	6299		
30501	6299		
30502	6299		
30503	6299		
30504	6299		
30505	6299		
30506	6299		
30507	6299		
30508	6299		
30509	6299		
30510	6299		
30511	6299		
30512	6299		
30513	6299		
30514	6299		
30515	6299		
30516	6299		
30517	6299		
30518	6299		
30519	6299		
30520	6299		
30521	6299		
30522	6299		
30523	6299		
30524	6299		
30525	6299		
30526	6299		
30527	6299		
30528	6299		
30529	6299		
30530	6299		
30531	6299		
30532	6299		
30533	6299		
30534	6299		
30535	6299		
30536	6299		
30537	6299		
30538	6299		
30539	6299		
30540	6299		
30541	6299		
30542	6299		
30543	6299		
30544	6299		
30545	6299		
30546	6299		
30547	6299		
30548	6299		
30549	6299		
30550	6299		
30551	6299		
30552	6299		
30553	6299		
30554	6299		
30555	6299		
30556	6299		
30557	6299		
30558	6299		
30559	6299		
30560	6299		
30561	6299		
30562	6299		
30563	6299		
30564	6299		
30565	6299		
30566	6299		
30567	6299		
30568	6299		
30569	6299		
30570	6299		
30571	6299		
30572	6299		
30573	6299		
30574	6299		
30575	6299		
30576	6299		
30577	6299		
30578	6299		
30579	6299		
30580	6299		
30581	6299		
30582	6299		
30583	6299		
30584	6299		
30585	6299		
30586	6299		
30587	6299		
30588	6299		
30589	6299		
30590	6299		
30591	6299		
30592	6299		
30593	6299		
30594	6299		
30595	6299		
30596	6299		
30597	6299		
30598	6299		
30599	6299		
30600	6299		
30601	6299		
30602	6299		
30603	6299		
30604	6299		
30605	6299		
30606	6299		
30607	6299		
30608	6299		
30609	6299		
30610	6299		
30611	6299		
30612	6299		
30613	6299		
30614	6299		
30615	6299		
30616	6299		
30617	6299		
30618	6299		
30619	6299		
30620	6299		
30621	6299		
30622	6299		
30623	6299		
30624	6299		
30625	6299		
30626	6299		
30627	6299		
30628	6299		
30629	6299		
30630	6299		
30631	6299		
30632	6299		
30633	6299		
30634	6299		
30635	6299		
30636	6299		
30637	6299		
30638	6299		
30639	6299		
30640	6299		
30641	6299		
30642	6299		
30643	6299		
30644	6299		
30645	6299		
30646	6299		
30647	6299		
30648	6299		
30649	6299		
30650	6299		
30651	6299		
30652	6299		
30653	6299		
30654	6299		
30655	6299		
30656	6299		
30657	6299		
30658	6299		
30659	6299		
30660	6299		
30661	6299		
30662	6299		
30663	6299		
30664	6299		
30665	6299		
30666	6299		
30667	6299		
30668	6299		
30669	6299		
30670	6299		
30671	6299		
30672	6299		
30673	6299		
30674	6299		
30675	6299		
30676	6299		
30677	6299		
30678	6299		
30679	6299		
30680	6299		
30681	6299		
30682	6299		
30683	6299		
30684	6299		
30685	6299		
30686	6299		
30687	6299		
30688	6299		
30689	6299		
30690	6299		
30691	6299		
30692	6299		
30693	6299		
30694	6299		
30695	6299		
30696	6299		
30697	6299		
30698	6299		
30699	6299		
30700	6299		
30701	6299		
30702	6299		
30703	6299		
30704	6299		
30705	6299		
30706	6299		
30707	6299		
30708	6299		
30709	6299		
30710	6299		
30711	6299		
30712	6299		
30713	6299		
30714	6299		
30715	6299		
30716	6299		
30717	6299		
30718	6299		
30719	6299		
30720	6299		
30721	6299		
30722	6299		
30723	6299		
30724	6299		
30725	6299		
30726	6299		
30727	6299		
30728	6299		
30729	6299		
30730	6299		
30731	6299		
30732	6299		
30733	6299		
30734	6299		
30735	6299		
30736	6299		
30737	6299		
30738	6299		
30739	6299		
30740	6299		
30741	6299		
30742	6299		
30743	6299		
30744	6299		
30745	6299		
30746	6299		
30747	6299		
30748	6299		
30749	6299		
30750	6299		
30751	6299		
30752	6299		
30753	6299		
30754	6299		
30755	6299		
30756	6299		
30757	6299		
30758	6299		
30759	6299		
30760	6299		
30761	6299		
30762	6299		
30763	6299		
30764	6299		
30765	6299		
30766	6299		
30767	6299		
30768	6299		
30769	6299		
30770	6299		
30771	6299		
30772	6299		
30773	6299		
30774	6299		
30775	6299		
30776	6299		
30777	6299		
30778	6299		
30779	6299		
30780	6299		
30781	6299		
30782	6299		
30783	6299		
30784	6299		
30785	6299		
30786	6299		
30787	6299		
30788	6299		
30789	6299		
30790	6299		
30791	6299		
30792	6299		
30793	6299		
30794	6299		
30795	6299		
30796	6299		
30797	6299		
30798	6299		
30799	6299		
30800	6299		
30801	6299		
30802	6299		
30803	6299		
30804	6299		
30805	6299		
30806	6299		
30807	6299		
30808	6299		
30809	6299		
30810	6299		
30811	6299		
30812	6299		
30813	6299		
30814	6299		
30815	6299		
30816	6299		
30817	6299		
30818	6299		
30819	6299		
30820	6299		
30821	6299		
30822	6299		
30823	6299		
30824	6299		
30825	6299		
30826	6299		
30827	6299		
30828	6299		
30829	6299		
30830	6299		
30831	6299		
30832	6299		
30833	6299		
30834	6299		
30835	6299		
30836	6299		
30837	6299		
30838	6299		
30839	6299		
30840	6299		
30841	6299		
30842	6299		
30843	6299		
30844	6299		
30845	6299		
30846	6299		
30847	6299		
30848	6299		
30849	6299		
30850	6299		
30851	6299		
30852	6299		
30853	6299		
30854	6299		
30855	6299		
30856	6299		
30857	6299		
30858	6299		
30859	6299		
30860	6299		
30861	6299		
30862	6299		
30863	6299		
30864	6299		
30865	6299		
30866	6299		
30867	6299		
30868	6299		
30869	6299		
30870	6299		
30871	6299		
30872	6299		
30873	6299		
30874	6299		
30875	6299		
30876	6299		
30877	6299		
30878	6299		
30879	6299		
30880	6299		
30881	6299		
30882	6299		
30883	6299		
30884	6299		
30885	6299		
30886	6299		
30887	6299		
30888	6299		
30889	6299		
30890	6299		
30891	6299		
30892	6299		
30893	6299		
30894	6299		
30895	6299		
30896	6299		
30897	6299		
30898	6299		
30899	6299		
30900	6299		
30901	6299		
30902	6299		
30903	6299		
30904	6299		
30905	6299		
30906	6299		
30907	6299		
30908	6299		
30909	6299		
30910	6299		
30911	6299		
30912	6299		
30913	6299		
30914	6299		
30915	6299		
30916	6299		
30917	6299		
30918	6299		
30919	6299		
30920	6299		
30921	6299		
30922	6299		
30923	6299		
30924	6299		
30925	6299		
30926	6299		
30927	6299		
30928	6299		
30929	6299		
30930	6299		
30931	6299		
30932	6299		
30933	6299		
30934	6299		
30935	6299		
30936	6299		
30937	6299		
30938	6299		
30939	6299		
30940	6299		
30941	6299		
30942	6299		
30943	6299		
30944	6299		
30945	6299		
30946	6299		
30947	6299		
30948	6299		
30949	6299		
30950	6299		
30951	6299		
30952	6299		
30953	6299		
30954	6299		
30955	6299		
30956	6299		
30957	6299		
30958	6299		
30959	6299		
30960	6299		
30961	6299		
30962	6299		
30963	6299		
30964	6299		
30965	6299		
30966	6299		
30967	6299		
30968	6299		
30969	6299		
30970	6299		
30971	6299		
30972	6299		
30973	6299		
30974	6299		
30975	6299		
30976	6299		
30977	6299		
30978	6299		
30979	6299		
38707	6299		
38708	6299		
38709	6299		
38710	6299		
38711	6299		
38712	6299		
38713	6299		
38714	6299		
38715	6299		
38716	6299		
38717	6299		
38718	6299		
38719	6299		
38720	6299		
38721	6299		
38722	6299		
38723	6299		
38724	6299		
38725	6299		
38726	6299		
38727	6299		
38728	6299		
38729	6299		
38730	6299		
38731	6299		
38732	6299		
38733	6299		
38734	6299		
38735	6299		
38736	6299		
38737	6299		
38738	6299		
38739	6299		
38740	6299		
38741	6299		
38742	6299		
38743	6299		
38744	6299		
38745	6299		
38746	6299		
38747	6299		
38748	6299		
38749	6299		
38750	6299		
38751	6299		
38752	6299		
38753	6299		
38754	6299		
38755	6299		
38756	6299		
38757	6299		
38758	6299		
38759	6299		
38760	6299		
38761	6299		
38762	6299		
38763	6299		
38764	6299		
38765	6299		
38766	6299		
38767	6299		
38768	6299		
38769	6299		
38770	6299		
38771	6299		
38772	6299		
38773	6299		
38774	6299		
38775	6299		
38776	6299		
38777	6299		
38778	6299		
38779	6299		
38780	6299		
38781	6299		
38782	6299		
38783	6299		
38784	6299		
38785	6299		
38786	6299		
38787	6299		
38788	6299		
38789	6299		
38790	6299		
38791	6299		
38792	6299		
38793	6299		
38794	6299		
38795	6299		
38796	6299		
38797	6299		
38798	6299		
38799	6299		
38800	6299		
38801	6299		
38802	6299		
38803	6299		
38804	6299		
38805	6299		
38806	6299		
38807	6299		
38808	6299		
38809	6299		
38810	6299		
38811	6299		
38812	6299		
38813	6299		
38814	6299		
38815	6299		
38816	6299		
38817	6299		
38818	6299		
38819	6299		
38820	6299		
38821	6299		
38822	6299		
38823	6299		
38824	6299		
38825	6299		
38826	6299		
38827	6299		
38828	6299		
38829	6299		
38830	6299		
38831	6299		
38832	6299		
38833	6299		
38834	6299		
38835	6299		
38836	6299		
38837	6299		
38838	6299		
38839	6299		
38840	6299		
38841	6299		
38842	6299		
38843	6299		
38844	6299		
38845	6299		
38846	6299		
38847	6299		
38848	6299		
38849	6299		
38850	6299		
38851	6299		
38852	6299		
38853	6299		
38854	6299		
38855	6299		
38856	6299		
38857	6299		
